選舉區,登記日期,姓名,推薦之政黨,備註
苗栗縣造橋鄉,115/09/03,彭森華,無,
苗栗縣三灣鄉,115/09/03,陳光洋,無,
苗栗縣三灣鄉,115/09/03,李運光,無,
苗栗縣三灣鄉,115/09/04,廖芳毅,無,
苗栗縣獅潭鄉,115/09/02,劉淑能,無,
苗栗縣泰安鄉,115/09/02,陳吉基,無,
苗栗縣泰安鄉,115/09/02,簡德祥,無,
彰化縣彰化市,115/09/02,陳文賓,中國國民黨,
彰化縣彰化市,115/09/02,黃柏瑜,民主進步黨,
彰化縣鹿港鎮,115/09/02,楊妙月,民主進步黨,
彰化縣鹿港鎮,115/09/02,施佩妤,無,
彰化縣和美鎮,115/08/31,林庚壬,中國國民黨,
彰化縣和美鎮,115/09/04,葉嘉旭,無,
彰化縣線西鄉,115/09/01,林國華,無,
彰化縣線西鄉,115/09/02,鐘帷茲,無,
彰化縣線西鄉,115/09/02,黃漢皇,中國國民黨,
彰化縣線西鄉,115/09/03,黃玉郎,無,
彰化縣伸港鄉,115/09/02,黄永欽,無,
彰化縣伸港鄉,115/09/04,柯智偉,無,
彰化縣福興鄉,115/08/31,陳文福,無,
彰化縣福興鄉,115/09/01,黃椿𩃀,民主進步黨,
彰化縣福興鄉,115/09/03,黃俊源,中國國民黨,
彰化縣秀水鄉,115/09/02,葉國雄,民主進步黨,
彰化縣秀水鄉,115/09/04,鄭倫杰,中國國民黨,
彰化縣花壇鄉,115/09/02,沈文盛,中國國民黨,
彰化縣花壇鄉,115/09/03,葉繼元,民主進步黨,
彰化縣芬園鄉,115/09/02,郭哲榮,民主進步黨,
彰化縣芬園鄉,115/09/02,洪千芸,中國國民黨,
彰化縣員林市,115/08/31,張裕國,無,
彰化縣員林市,115/09/03,凃俊任,中國國民黨,
彰化縣員林市,115/09/04,張政岳,民主進步黨,
彰化縣溪湖鎮,115/09/03,陳貞妃,中國國民黨,
彰化縣溪湖鎮,115/09/03,何炳樺,無,
彰化縣田中鎮,115/09/02,蕭淑芬,無,
彰化縣田中鎮,115/09/02,江宥增,無,
彰化縣大村鄉,115/09/01,賴茂勝,無,
彰化縣大村鄉,115/09/02,賴志銘,無,
彰化縣大村鄉,115/09/04,游盛,無,
彰化縣埔鹽鄉,115/09/02,施建樑,中國國民黨,
彰化縣埔心鄉,115/09/02,張佩瑩,無,
彰化縣永靖鄉,115/09/02,魏碩衛,民主進步黨,
彰化縣永靖鄉,115/09/03,林致安,無,
彰化縣社頭鄉,115/09/02,蕭浚二,中國國民黨,
彰化縣二水鄉,115/09/02,許敏適,無,
彰化縣二水鄉,115/09/04,羅森澤,無,
彰化縣北斗鎮,115/09/03,顏宏霖,無,
彰化縣北斗鎮,115/09/04,楊麗香,無,
彰化縣二林鎮,115/09/02,許杰霖,無,
彰化縣二林鎮,115/09/02,陳一惇,中國國民黨,
彰化縣二林鎮,115/09/02,吳聰明,民主進步黨,
彰化縣田尾鄉,115/09/03,劉美蘭,無,
彰化縣田尾鄉,115/09/03,許淑美,無,
彰化縣埤頭鄉,115/09/02,張景舜,無,
彰化縣埤頭鄉,115/09/02,張文良,無,
彰化縣埤頭鄉,115/09/03,許豊麟,無,
彰化縣芳苑鄉,115/09/03,林保玲,無,
彰化縣大城鄉,115/09/03,陳玉照,無,
彰化縣大城鄉,115/09/04,吳井萱,無,
彰化縣竹塘鄉,115/08/31,林淑女,無,
彰化縣竹塘鄉,115/08/31,詹光信,無,
彰化縣竹塘鄉,115/09/03,戴孟書,無,
彰化縣溪州鄉,115/09/03,劉侑信,無,
彰化縣溪州鄉,115/09/04,巫宛萍,民主進步黨,
南投縣南投市,115/09/02,林富紳,無,
南投縣南投市,115/09/03,張嘉哲,中國國民黨,
南投縣南投市,115/09/03,沈夙崢,民主進步黨,
南投縣埔里鎮,115/09/03,葉仁創,民主進步黨,
南投縣埔里鎮,115/09/03,黃世芳,中國國民黨,
南投縣草屯鎮,115/09/02,張媛婷,民主進步黨,
南投縣草屯鎮,115/09/02,簡賜勝,中國國民黨,
南投縣竹山鎮,115/09/02,蔡孟娥,中國國民黨,
南投縣竹山鎮,115/09/02,林賜學,無,
南投縣竹山鎮,115/09/03,余志嘉,無,
南投縣集集鎮,115/09/01,陳紀衡,民主進步黨,
南投縣集集鎮,115/09/03,吳大村,中國國民黨,
南投縣名間鄉,115/09/02,蔡宗智,無,
南投縣名間鄉,115/09/02,陳翰立,民主進步黨,
南投縣鹿谷鄉,115/09/02,康誌合,民主進步黨,
南投縣鹿谷鄉,115/09/02,邱紹偉,中國國民黨,
南投縣鹿谷鄉,115/09/03,林智鴻,無,
南投縣中寮鄉,115/09/02,周俊霖,中國國民黨,
南投縣中寮鄉,115/09/03,張永輝,無,
南投縣魚池鄉,115/09/02,王若嵐,中國國民黨,
南投縣魚池鄉,115/09/04,黃莠馨,無,
南投縣國姓鄉,115/09/03,邱美玲,中國國民黨,
南投縣國姓鄉,115/09/04,李明杰,無,
南投縣水里鄉,115/08/31,王銀斗,無,
南投縣水里鄉,115/09/02,詹淵州,無,
南投縣水里鄉,115/09/02,葉銘豐,無,
南投縣水里鄉,115/09/04,陳癸佑,無,
南投縣信義鄉,115/08/31,全秋雄,無,
南投縣信義鄉,115/08/31,全志明,中國國民黨,
南投縣信義鄉,115/09/02,松學海 Manan‧ Daisnunan,中國國民黨,
南投縣仁愛鄉,115/09/02,林瑞祥,台灣民眾黨,
南投縣仁愛鄉,115/09/03,江子信,中國國民黨,
雲林縣斗六市,115/08/31,黃尤美,中國國民黨,
雲林縣斗六市,115/09/04,賴淑娞,無,
雲林縣斗六市,115/09/04,尹令瑛,民主進步黨,
雲林縣斗南鎮,115/09/02,歐月香,無,
雲林縣斗南鎮,115/09/03,彭新銘,司法改革黨,
雲林縣斗南鎮,115/09/03,簡慈坊,無,
雲林縣斗南鎮,115/09/03,顏忠義,無,
雲林縣虎尾鎮,115/09/02,林嘉弘,無,
雲林縣西螺鎮,115/09/02,廖秋萍,民主進步黨,
雲林縣西螺鎮,115/09/03,蕭德恕,中國國民黨,
雲林縣土庫鎮,115/09/01,陳特凱,無,
雲林縣北港鎮,115/08/31,吳建璋,無,
雲林縣北港鎮,115/09/02,吳雅雯,民主進步黨,
雲林縣北港鎮,115/09/03,蕭美文,無,
雲林縣古坑鄉,115/08/31,林慧如,民主進步黨,
雲林縣古坑鄉,115/09/02,沈勝騰,中國國民黨,
雲林縣大埤鄉,115/09/01,黃富昭,中國國民黨,
雲林縣大埤鄉,115/09/02,陳世彬,民主進步黨,
雲林縣大埤鄉,115/09/03,謝憲昇,無,
雲林縣莿桐鄉,115/09/02,廖秋蓉,民主進步黨,
雲林縣莿桐鄉,115/09/03,張雅萍,無,
雲林縣林內鄉,115/09/02,張維崢,民主進步黨,
雲林縣林內鄉,115/09/02,劉姿言,無,
雲林縣二崙鄉,115/09/02,廖文彬,無,
雲林縣二崙鄉,115/09/02,詹深洲,無,
雲林縣二崙鄉,115/09/03,楊創民,民主進步黨,
雲林縣崙背鄉,115/09/02,蔡旺源,無,
雲林縣麥寮鄉,115/09/02,許金保,無,
雲林縣麥寮鄉,115/09/02,許忠富,無,
雲林縣麥寮鄉,115/09/04,林慧芹,無,
雲林縣東勢鄉,115/08/31,張健福,無,
雲林縣東勢鄉,115/09/02,林當事,無,
雲林縣東勢鄉,115/09/02,許嵩靂,無,
雲林縣褒忠鄉,115/08/31,黃麗花,中國國民黨,
雲林縣褒忠鄉,115/08/31,蘇宇曦,無,
雲林縣褒忠鄉,115/09/02,蘇昆隆,民主進步黨,
雲林縣臺西鄉,115/08/31,李文來,無,
雲林縣臺西鄉,115/09/04,許常鎮,無,
雲林縣元長鄉,115/09/02,陳中一,民主進步黨,
雲林縣元長鄉,115/09/03,李宗懋,無,
雲林縣四湖鄉,115/09/02,吳勁葦,無,
雲林縣四湖鄉,115/09/02,吳東旻,民主進步黨,
雲林縣四湖鄉,115/09/04,蔡源誠,無,
雲林縣口湖鄉,115/09/02,邱月鳳,無,
雲林縣口湖鄉,115/09/02,李龍飛,無,
雲林縣口湖鄉,115/09/02,郭佳佩,無,
雲林縣水林鄉,115/08/31,陳文正,民主進步黨,
雲林縣水林鄉,115/08/31,周資昀,無,
雲林縣水林鄉,115/08/31,蘇正中,無,
嘉義縣太保市,115/09/02,鄭淑分,無,
嘉義縣太保市,115/09/02,呂慧瑜,民主進步黨,
嘉義縣朴子市,115/09/02,黃嫈珺,無,
嘉義縣朴子市,115/09/02,王如經,民主進步黨,
嘉義縣布袋鎮,115/09/02,蔡瑋傑,民主進步黨,
嘉義縣布袋鎮,115/09/04,陳全明,無,
嘉義縣大林鎮,115/09/04,許有疆,民主進步黨,
嘉義縣民雄鄉,115/09/03,林于玲,中國國民黨,
嘉義縣民雄鄉,115/09/04,陳琮貽,民主進步黨,
嘉義縣溪口鄉,115/08/31,劉雅文,民主進步黨,
嘉義縣溪口鄉,115/09/01,陳志明,無,
嘉義縣溪口鄉,115/09/02,王梅蜂,嘉意公益黨,
嘉義縣溪口鄉,115/09/03,蘇俊榮,無,
嘉義縣新港鄉,115/08/31,葉孟龍,民主進步黨,
嘉義縣新港鄉,115/09/04,陳木焜,無,
嘉義縣六腳鄉,115/09/01,黃鉦凱,民主進步黨,
嘉義縣東石鄉,115/09/03,林俊雄,無,
嘉義縣義竹鄉,115/09/02,翁雲,民主進步黨,
嘉義縣義竹鄉,115/09/04,黃政傑,無,
嘉義縣鹿草鄉,115/09/02,吳玉琴,民主進步黨,
嘉義縣鹿草鄉,115/09/02,黃軒凱,無,
嘉義縣水上鄉,115/09/02,林緗亭,民主進步黨,
嘉義縣水上鄉,115/09/04,陳德榮,中國國民黨,
嘉義縣中埔鄉,115/09/02,王俊智,無,
嘉義縣中埔鄉,115/09/03,李碧雲,民主進步黨,
嘉義縣竹崎鄉,115/09/01,何子凡,無,
嘉義縣竹崎鄉,115/09/02,陳宏吉,民主進步黨,
嘉義縣竹崎鄉,115/09/02,邱豐銘,無,
嘉義縣竹崎鄉,115/09/04,葉志紘,無,
嘉義縣梅山鄉,115/09/02,陳信文,無,
嘉義縣梅山鄉,115/09/03,吳福仁,民主進步黨,
嘉義縣番路鄉,115/09/02,蕭博勝,無,
嘉義縣大埔鄉,115/09/03,吳倚豪,無,
嘉義縣阿里山鄉,115/09/02,高瑞芳,無,
屏東縣屏東市,115/09/01,梁育慈,民主進步黨,
屏東縣屏東市,115/09/04,周佳琪,中國國民黨,
屏東縣潮州鎮,115/08/31,王建元,中國國民黨,
屏東縣潮州鎮,115/09/01,潘素霞,無,
屏東縣潮州鎮,115/09/02,洪明江,民主進步黨,
屏東縣潮州鎮,115/09/03,張王惠雪,無,
屏東縣東港鎮,115/09/03,黃禎祥,無,
屏東縣東港鎮,115/09/03,洪志明,中國國民黨,
屏東縣東港鎮,115/09/03,陳春朝,無,
屏東縣恆春鎮,115/09/01,陳文弘,民主進步黨,
屏東縣恆春鎮,115/09/02,盧玟欣,中國國民黨,
屏東縣恆春鎮,115/09/04,尤光彬,無,
屏東縣恆春鎮,115/09/04,盧玉棟,無,
屏東縣恆春鎮,115/09/04,尤光暉,無,
屏東縣萬丹鄉,115/09/02,李建霖,無,
屏東縣萬丹鄉,115/09/03,簡天屏,無,
屏東縣萬丹鄉,115/09/04,李曜丞,無,
屏東縣萬丹鄉,115/09/04,李和耿,無,
屏東縣長治鄉,115/09/02,邱佳娟,民主進步黨,
屏東縣長治鄉,115/09/03,吳亮慶,無,
屏東縣麟洛鄉,115/09/02,李慧萍,無,
屏東縣麟洛鄉,115/09/03,廖龍依,無,
屏東縣麟洛鄉,115/09/03,盧重彰,民主進步黨,
屏東縣九如鄉,115/08/31,藍聰信,民主進步黨,
屏東縣里港鄉,115/09/02,陳明達,民主進步黨,
屏東縣里港鄉,115/09/03,藍婉茜,無,
屏東縣鹽埔鄉,115/08/31,黃智麟,無,
屏東縣鹽埔鄉,115/09/02,柯信行,無,
屏東縣鹽埔鄉,115/09/02,蔣滿祝,無,
屏東縣鹽埔鄉,115/09/04,林政男,無,
屏東縣高樹鄉,115/09/02,梁正翰,民主進步黨,
屏東縣高樹鄉,115/09/03,王樹圍,無,
屏東縣萬巒鄉,115/09/02,曾淼祥,民主進步黨,
屏東縣萬巒鄉,115/09/04,何秋葺,無,
屏東縣內埔鄉,115/09/01,鍾育杰,無,
屏東縣內埔鄉,115/09/02,李明宗,民主進步黨,
屏東縣內埔鄉,115/09/04,林吉善,無,
屏東縣內埔鄉,115/09/04,曾健野,中國國民黨,
屏東縣竹田鄉,115/08/31,鍾定豪,民主進步黨,
屏東縣竹田鄉,115/09/02,張志誠,無,
屏東縣新埤鄉,115/09/02,曾明輝,無,
屏東縣新埤鄉,115/09/02,王永豐,民主進步黨,
屏東縣枋寮鄉,115/08/31,洪茂豐,無,
屏東縣枋寮鄉,115/08/31,蘇清波,民主進步黨,
屏東縣枋寮鄉,115/09/04,王立順,無,
屏東縣新園鄉,115/09/03,黃金樹,無,
屏東縣新園鄉,115/09/03,阮志光,民主進步黨,
屏東縣崁頂鄉,115/09/01,蔡和清,無,
屏東縣崁頂鄉,115/09/02,郭建清,民主進步黨,
屏東縣崁頂鄉,115/09/02,廖國富,無,
屏東縣崁頂鄉,115/09/02,劉惠美,無,
屏東縣林邊鄉,115/09/02,鄭慶堂,民主進步黨,
屏東縣林邊鄉,115/09/03,郭美妏,無,
屏東縣南州鄉,115/09/03,葉俊緯,民主進步黨,
屏東縣南州鄉,115/09/04,劉美吟,無,
屏東縣佳冬鄉,115/09/01,賴文一,無,
屏東縣琉球鄉,115/08/31,鄭源德,無,
屏東縣琉球鄉,115/09/01,蔡榮民,無,
屏東縣琉球鄉,115/09/03,李伊展,無,
屏東縣車城鄉,115/09/03,陳政雄,無,
屏東縣車城鄉,115/09/03,張春桂,無,
屏東縣滿州鄉,115/08/31,古榮福,無,
屏東縣滿州鄉,115/09/02,余增春,無,
屏東縣枋山鄉,115/08/31,羅金良,民主進步黨,
屏東縣枋山鄉,115/09/03,洪啓能,無,
屏東縣三地門鄉,115/08/31,謝李雲山,無,
屏東縣三地門鄉,115/08/31,陳忠雄,無,
屏東縣三地門鄉,115/09/01,車牧勒薩以 ‧拉勒格安 Cemelesai Ljaljegan,無,
屏東縣三地門鄉,115/09/04,謝志鴻 pasulang ruljuan,中國國民黨,
屏東縣霧臺鄉,115/09/03,巴正義,無,
屏東縣瑪家鄉,115/09/02,羅清仁,中國國民黨,
屏東縣泰武鄉,115/09/01,潘明福 Tivoran． Kazangilij an,無,
屏東縣泰武鄉,115/09/02,曾大衛,中國國民黨,
屏東縣來義鄉,115/08/31,曾譯影,中國國民黨,
屏東縣來義鄉,115/09/03,許蘭花,無,
屏東縣來義鄉,115/09/03,陳文山,無,
屏東縣春日鄉,115/09/01,柯政平,無,
屏東縣春日鄉,115/09/03,沈昉禎,中國國民黨,
屏東縣獅子鄉,115/09/01,韋忠貞,無,
屏東縣獅子鄉,115/09/03,朱宏恩,中國國民黨,
屏東縣牡丹鄉,115/09/02,林采穎,無,
屏東縣牡丹鄉,115/09/02,邵世光,無,
屏東縣牡丹鄉,115/09/03,詹德行,中國國民黨,
宜蘭縣宜蘭市,115/09/03,陳美玲,中國國民黨,
宜蘭縣宜蘭市,115/09/04,韓瑩,民主進步黨,
宜蘭縣宜蘭市,115/09/04,楊仟慧,無,
宜蘭縣羅東鎮,115/09/03,陳鴻禧,中國國民黨,
宜蘭縣羅東鎮,115/09/04,黃適超,民主進步黨,
宜蘭縣蘇澳鎮,115/09/02,陳金麟,中國國民黨,
宜蘭縣蘇澳鎮,115/09/04,謝正信,民主進步黨,
宜蘭縣頭城鎮,115/09/03,蔡文益,無,
宜蘭縣頭城鎮,115/09/04,吳立民,無,
宜蘭縣礁溪鄉,115/08/31,游見璋,中國國民黨,
宜蘭縣礁溪鄉,115/09/02,吳亞蓁,民主進步黨,
宜蘭縣礁溪鄉,115/09/03,莊漢銘,無,
宜蘭縣礁溪鄉,115/09/04,杜國生,無,
宜蘭縣壯圍鄉,115/09/02,張家豪,中國國民黨,
宜蘭縣壯圍鄉,115/09/02,張秋香,無,
宜蘭縣壯圍鄉,115/09/03,吳文進,民主進步黨,
宜蘭縣壯圍鄉,115/09/04,游美蘭,無,
宜蘭縣員山鄉,115/09/02,李筱婷,民主進步黨,
宜蘭縣員山鄉,115/09/04,黃雯如,中國國民黨,
宜蘭縣冬山鄉,115/09/02,陳鏗芳,民主進步黨,
宜蘭縣冬山鄉,115/09/02,林松根,中國國民黨,
宜蘭縣冬山鄉,115/09/03,謝燦輝,無,
宜蘭縣五結鄉,115/08/31,羅淑惠,無,
宜蘭縣五結鄉,115/09/02,簡松樹,民主進步黨,
宜蘭縣三星鄉,115/09/02,黃錫墉,民主進步黨,
宜蘭縣三星鄉,115/09/02,江淳銘,中國國民黨,
宜蘭縣大同鄉,115/09/02,胡文聰,中國國民黨,
宜蘭縣大同鄉,115/09/02,賴正蘭,無,
宜蘭縣南澳鄉,115/08/31,薛秋花,無,
宜蘭縣南澳鄉,115/09/02,江子文,無,
宜蘭縣南澳鄉,115/09/03,游吉祥,中國國民黨,
花蓮縣花蓮市,115/09/03,魏嘉彥,無,
花蓮縣花蓮市,115/09/03,戴于文,台灣民眾黨,
花蓮縣花蓮市,115/09/04,賴威任,無,
花蓮縣花蓮市,115/09/04,張榮法,無,
花蓮縣鳳林鎮,115/09/02,何垂珍,無,
花蓮縣鳳林鎮,115/09/03,蕭文龍,中國國民黨,
花蓮縣玉里鎮,115/09/02,邱顯達,無,
花蓮縣玉里鎮,115/09/03,龔文俊,中國國民黨,
花蓮縣新城鄉,115/09/02,郭彩寶,無,
花蓮縣新城鄉,115/09/04,陳柏錩,無,
花蓮縣吉安鄉,115/09/02,高德安,無,
花蓮縣吉安鄉,115/09/02,黃馨,無,
花蓮縣吉安鄉,115/09/02,林源富,無,
花蓮縣吉安鄉,115/09/03,黃金發,中國國民黨,
花蓮縣吉安鄉,115/09/03,邱展謙,無,
花蓮縣壽豐鄉,115/09/01,林品仰,中國國民黨,
花蓮縣壽豐鄉,115/09/02,劉耀宗,中國國民黨,
花蓮縣光復鄉,115/09/02,鄭桂鐘,無,
花蓮縣光復鄉,115/09/02,廖翊鈞,無,
花蓮縣光復鄉,115/09/02,鍾玉清,中國國民黨,
花蓮縣光復鄉,115/09/03,吳明修 Kaniu． Namoh,無,
花蓮縣光復鄉,115/09/04,鄭萬正 Ipay-Kaeti,無,
花蓮縣豐濱鄉,115/09/01,林琨富,無,
花蓮縣豐濱鄉,115/09/02,陳天高,中國國民黨,
花蓮縣豐濱鄉,115/09/03,曾金水,無,
花蓮縣豐濱鄉,115/09/03,林健正,無,
花蓮縣瑞穗鄉,115/09/02,吳萬德,無,
花蓮縣瑞穗鄉,115/09/02,陳進光,中國國民黨,
花蓮縣瑞穗鄉,115/09/04,許德志,無,
花蓮縣富里鄉,115/09/02,江東成,無,
花蓮縣秀林鄉,115/08/31,程美蓮,無,
花蓮縣秀林鄉,115/09/01,胡智民,中國國民黨,
花蓮縣萬榮鄉,115/09/03,梁光明,中國國民黨,
花蓮縣萬榮鄉,115/09/04,蘇勵明,無,
花蓮縣卓溪鄉,115/09/02,陳永光,無,
花蓮縣卓溪鄉,115/09/03,田桂花,中國國民黨,
臺東縣臺東市,115/09/03,陳銘風,中國國民黨,
臺東縣臺東市,115/09/04,翁聖惠,民主進步黨,
臺東縣成功鎮,115/09/03,謝淑貞,中國國民黨,
臺東縣成功鎮,115/09/04,吳全德,無,
臺東縣關山鎮,115/09/01,彭成豐,中國國民黨,
臺東縣卑南鄉,115/09/02,郭宗益,中國國民黨,
臺東縣卑南鄉,115/09/02,許文獻,民主進步黨,
臺東縣鹿野鄉,115/09/02,李維順,無,
臺東縣池上鄉,115/08/31,魏瑞廷,無,
臺東縣池上鄉,115/09/02,林建宏,無,
臺東縣東河鄉,115/09/01,田國義,無,
臺東縣東河鄉,115/09/03,葉啓煒,中國國民黨,
臺東縣長濱鄉,115/09/01,李光蘭 Coko'·Ufad,中國國民黨,
臺東縣長濱鄉,115/09/03,嚴惠美 Simoy． Sapod,無,
臺東縣長濱鄉,115/09/04,潘經裕,無,
臺東縣太麻里鄉,115/08/31,雷明聖,無,
臺東縣大武鄉,115/09/02,王景昌,無,
臺東縣大武鄉,115/09/04,潘美緣,無,
臺東縣綠島鄉,115/09/02,王姷力,中國國民黨,
臺東縣綠島鄉,115/09/03,何富祥,無,
臺東縣海端鄉,115/09/02,張全馨嵐,中國國民黨,
臺東縣海端鄉,115/09/03,許耀光,無,
臺東縣海端鄉,115/09/04,余秀芳,無,
臺東縣延平鄉,115/09/01,伊藍．明基 努安,無,
臺東縣延平鄉,115/09/02,余光雄,中國國民黨,
臺東縣延平鄉,115/09/02,胡秋琴,無,
臺東縣延平鄉,115/09/02,胡黃廣文,無,
臺東縣延平鄉,115/09/03,胡忠義,無,
臺東縣金峰鄉,115/09/01,呂朝強 Simelanga ．Djungacu,中國國民黨,
臺東縣金峰鄉,115/09/02,高勤書,中國國民黨,
臺東縣金峰鄉,115/09/02,呂聖傑,民主進步黨,
臺東縣達仁鄉,115/09/01,呂美惠,中國國民黨,
臺東縣達仁鄉,115/09/01,黃漢忠,無,
臺東縣達仁鄉,115/09/02,蔡玉玲,中國國民黨,
臺東縣蘭嶼鄉,115/09/03,廖金龍,無,
臺東縣蘭嶼鄉,115/09/03,吳清美,無,
澎湖縣馬公市,115/09/02,黃健忠,民主進步黨,
澎湖縣馬公市,115/09/03,洪棟霖,中國國民黨,
澎湖縣湖西鄉,115/08/31,楊昭武,民主進步黨,
澎湖縣湖西鄉,115/09/02,洪添英,無,
澎湖縣湖西鄉,115/09/03,盧春田,中國國民黨,
澎湖縣白沙鄉,115/09/02,吳龍河,無,
澎湖縣白沙鄉,115/09/03,吳良添,無,
澎湖縣白沙鄉,115/09/03,涂順清,無,
澎湖縣西嶼鄉,115/09/02,李添進,無,
澎湖縣望安鄉,115/09/02,蔡月嬌,中國國民黨,
澎湖縣七美鄉,115/08/31,夏建成,無,
澎湖縣七美鄉,115/09/01,張德文,無,
澎湖縣七美鄉,115/09/04,呂明廣,無,
金門縣金城鎮,115/09/02,許燕輝,中國國民黨,
金門縣金城鎮,115/09/02,石兆瑉,中國國民黨,
金門縣金沙鎮,115/09/02,黃奕焮,中國國民黨,
金門縣金沙鎮,115/09/02,馬自壯,中國國民黨,
金門縣金沙鎮,115/09/02,陳憶萍,無,
金門縣金沙鎮,115/09/03,王石堆,中國國民黨,
金門縣金湖鎮,115/09/03,陳向鑫,中國國民黨,
金門縣金湖鎮,115/09/04,蔡乃靖,中國國民黨,
金門縣金湖鎮,115/09/04,蔡西湖,無,
金門縣金寧鄉,115/08/31,翁紹輝,中國國民黨,
金門縣金寧鄉,115/09/02,陳成泉,中國國民黨,
金門縣金寧鄉,115/09/02,翁品洋,中國國民黨,
金門縣金寧鄉,115/09/03,李正騰,中國國民黨,
金門縣烈嶼鄉,115/09/02,洪燕玉,中國國民黨,
金門縣烈嶼鄉,115/09/02,洪鴻斌,無,
金門縣烏坵鄉,115/09/01,吳玉林,無,
金門縣烏坵鄉,115/09/01,高丹華,無,
金門縣烏坵鄉,115/09/04,蔡金照,無,
連江縣南竿鄉,115/09/01,林志東,中國國民黨,
連江縣北竿鄉,115/09/03,吳金平,中國國民黨,
連江縣莒光鄉,115/09/03,陳樂禮,中國國民黨,
連江縣東引鄉,115/09/03,馮印樂,中國國民黨,
連江縣東引鄉,115/09/04,林宇超,中國國民黨,
