選舉區,登記日期,姓名,推薦之政黨,備註
南投縣第1選舉區,115/09/02,洪明科,無,
南投縣第1選舉區,115/09/02,張秀枝,無,
南投縣第1選舉區,115/09/02,陳志斌,無,
南投縣第1選舉區,115/09/02,宋懷琳,中國國民黨,
南投縣第1選舉區,115/09/02,廖詒綉,無,
南投縣第1選舉區,115/09/03,簡千翔,無,
南投縣第1選舉區,115/09/03,吳棋楠,民主進步黨,
南投縣第1選舉區,115/09/04,史雪燕,無,
南投縣第1選舉區,115/09/04,吳淳祐,台灣民眾黨,
南投縣第2選舉區,115/09/02,張至順,無,
南投縣第2選舉區,115/09/02,廖梓佑,無,
南投縣第2選舉區,115/09/02,洪巧娟,民主進步黨,
南投縣第2選舉區,115/09/02,蔡銘軒,民主進步黨,
南投縣第2選舉區,115/09/02,簡百聰,無,
南投縣第2選舉區,115/09/02,洪宗呈,無,
南投縣第2選舉區,115/09/03,簡峻庭,無,
南投縣第2選舉區,115/09/03,林昆熠,中國國民黨,
南投縣第2選舉區,115/09/03,李洲忠,中國國民黨,
南投縣第2選舉區,115/09/03,莊士傑,無,
南投縣第2選舉區,115/09/03,林佳穎,無,
南投縣第2選舉區,115/09/03,李帛璋,民主進步黨,
南投縣第2選舉區,115/09/04,林友友,無,
南投縣第3選舉區,115/09/02,王秋淑,民主進步黨,
南投縣第3選舉區,115/09/02,謝明謀,中國國民黨,
南投縣第3選舉區,115/09/02,蕭志全,無,
南投縣第3選舉區,115/09/03,陳淑惠,中國國民黨,
南投縣第3選舉區,115/09/03,黃馨瑩,無,
南投縣第3選舉區,115/09/03,黃春麟,中國國民黨,
南投縣第4選舉區,115/08/31,何勝豐,無,
南投縣第4選舉區,115/08/31,李廣演,勞動黨,
南投縣第4選舉區,115/09/01,林哲生,無,
南投縣第4選舉區,115/09/02,黃丹怡,無,
南投縣第4選舉區,115/09/02,許耿禎,無,
南投縣第4選舉區,115/09/02,蔡易呈,中國國民黨,
南投縣第4選舉區,115/09/02,邱如平,無,
南投縣第4選舉區,115/09/03,陳玉鈴,民主進步黨,
南投縣第4選舉區,115/09/04,劉子維,中國國民黨,
南投縣第5選舉區,115/08/31,戴世詮,無,
南投縣第5選舉區,115/08/31,羅俞欣,中國國民黨,
南投縣第5選舉區,115/09/02,許文忠,勞動黨,
南投縣第5選舉區,115/09/02,林芳伃,中國國民黨,
南投縣第5選舉區,115/09/02,廖崑堯,民主進步黨,
南投縣第5選舉區,115/09/02,蘇昱誠,民主進步黨,
南投縣第5選舉區,115/09/03,吳維倫,無,
南投縣第5選舉區,115/09/03,林奕辰,無,
南投縣第5選舉區,115/09/03,陳宜君,民主進步黨,
南投縣第5選舉區,115/09/04,黃國裕,中國國民黨,
南投縣第6選舉區,115/09/02,石慶龍 Rungquan‧ Lhkatafatu,無,
南投縣第6選舉區,115/09/03,江秉翰,無,
南投縣第7選舉區,115/08/31,王榮儀,無,
南投縣第7選舉區,115/09/02,田東憲,無,
南投縣第7選舉區,115/09/03,全文才 Balan‧ Soqluman,中國國民黨,
南投縣第8選舉區,115/09/02,林庭秝 AliWalis,中國國民黨,
雲林縣第1選舉區,115/08/31,廖昶淳,時代力量,
雲林縣第1選舉區,115/09/01,黃釋瑩,無,
雲林縣第1選舉區,115/09/02,陳永修,中國國民黨,
雲林縣第1選舉區,115/09/02,林靖冠,民主進步黨,
雲林縣第1選舉區,115/09/02,廖郁賢,民主進步黨,
雲林縣第1選舉區,115/09/02,江文登,民主進步黨,
雲林縣第1選舉區,115/09/02,邱世文,無,
雲林縣第1選舉區,115/09/02,黃勝志,中國國民黨,
雲林縣第1選舉區,115/09/02,張光儀,無,
雲林縣第1選舉區,115/09/02,王竣毅,無,
雲林縣第1選舉區,115/09/03,林群力,民主進步黨,
雲林縣第1選舉區,115/09/03,林岳璋,無,
雲林縣第1選舉區,115/09/03,許百芳,無,
雲林縣第1選舉區,115/09/03,賴瑪玲,中國國民黨,
雲林縣第1選舉區,115/09/03,曾博鴻,無,
雲林縣第1選舉區,115/09/03,鍾明馨,無,
雲林縣第1選舉區,115/09/04,楊朝祈,無,
雲林縣第1選舉區,115/09/04,陳芳盈,中國國民黨,
雲林縣第2選舉區,115/09/01,陳麗蘭,無,
雲林縣第2選舉區,115/09/02,賴明源,無,
雲林縣第2選舉區,115/09/02,王秋足,中國國民黨,
雲林縣第2選舉區,115/09/02,洪惠玲,無,
雲林縣第2選舉區,115/09/02,高明達,民主進步黨,
雲林縣第2選舉區,115/09/03,黃景鴻,無,
雲林縣第2選舉區,115/09/03,張庭綺,民主進步黨,
雲林縣第2選舉區,115/09/03,林森寳,無,
雲林縣第2選舉區,115/09/04,吳延豐,無,
雲林縣第3選舉區,115/08/31,陳乙辰,台灣民眾黨,
雲林縣第3選舉區,115/08/31,黃美瑤,無,
雲林縣第3選舉區,115/08/31,魏順興,無,
雲林縣第3選舉區,115/09/01,沈昱霆,無,
雲林縣第3選舉區,115/09/02,陳俊龍,無,
雲林縣第3選舉區,115/09/02,黃凱,無,
雲林縣第3選舉區,115/09/02,李明明,民主進步黨,
雲林縣第3選舉區,115/09/03,張維心,無,
雲林縣第3選舉區,115/09/03,蔡明水,無,
雲林縣第3選舉區,115/09/03,林文彬,民主進步黨,
雲林縣第3選舉區,115/09/04,王鈺齊,無,
雲林縣第4選舉區,115/09/01,廖子漢,無,
雲林縣第4選舉區,115/09/02,廖偉晴,中國國民黨,
雲林縣第4選舉區,115/09/02,鍾任明,中國國民黨,
雲林縣第4選舉區,115/09/03,廖庭輝,無,
雲林縣第4選舉區,115/09/03,洪如萍,民主進步黨,
雲林縣第4選舉區,115/09/03,游淑雲,無,
雲林縣第4選舉區,115/09/03,張家閎,台灣民眾黨,
雲林縣第4選舉區,115/09/03,李泓儀,民主進步黨,
雲林縣第4選舉區,115/09/03,王裔迪,民主進步黨,
雲林縣第4選舉區,115/09/04,李明哲,中國國民黨,
雲林縣第4選舉區,115/09/04,楊智凱,無,
雲林縣第5選舉區,115/08/31,郭佩瑄,民主進步黨,
雲林縣第5選舉區,115/08/31,林宜豊,台灣民眾黨,
雲林縣第5選舉區,115/09/01,蔡永順,民主進步黨,
雲林縣第5選舉區,115/09/02,許留賓,無,
雲林縣第5選舉區,115/09/02,吳宗典,無,
雲林縣第5選舉區,115/09/02,蘇國誼,無,
雲林縣第5選舉區,115/09/02,趙育祥,無,
雲林縣第5選舉區,115/09/03,吳蕙蘭,無,
雲林縣第5選舉區,115/09/03,蔡梨美,無,
雲林縣第5選舉區,115/09/03,林建鴻,中國國民黨,
雲林縣第6選舉區,115/09/02,蔡孟真,民主進步黨,
雲林縣第6選舉區,115/09/02,蔡岳儒,民主進步黨,
雲林縣第6選舉區,115/09/02,黃文祥,無,
雲林縣第6選舉區,115/09/02,陳定鈞,無,
雲林縣第6選舉區,115/09/02,黃美蘭,無,
雲林縣第6選舉區,115/09/03,王承宏,無,
雲林縣第6選舉區,115/09/03,王新堯,無,
雲林縣第7選舉區,115/08/31,呂佶娜,中國國民黨,
雲林縣第7選舉區,115/09/03,周志祥 Kacaw． Kaco,無,
雲林縣第7選舉區,115/09/03,鄭玫惠,無,
雲林縣第8選舉區,115/08/31,高瑛翠,無,
雲林縣第8選舉區,115/08/31,蔡嘉峻 Pisaw Hakaw,無,
雲林縣第8選舉區,115/09/02,李丘威達,無,
雲林縣第8選舉區,115/09/04,張忠豪,無,
嘉義縣第1選舉區,115/08/31,江佩曄,民主進步黨,
嘉義縣第1選舉區,115/08/31,黃榮俊,民主進步黨,
嘉義縣第1選舉區,115/08/31,賴瓊如,無,
嘉義縣第1選舉區,115/09/01,戴光宗,民主進步黨,
嘉義縣第1選舉區,115/09/02,黃榮利,民主進步黨,
嘉義縣第1選舉區,115/09/02,詹琬蓁,中國國民黨,
嘉義縣第1選舉區,115/09/02,王啓澧,中國國民黨,
嘉義縣第1選舉區,115/09/02,黃惠汝,民主進步黨,
嘉義縣第1選舉區,115/09/02,楊秀琴,無,
嘉義縣第2選舉區,115/08/31,廖昱婧,無,
嘉義縣第2選舉區,115/09/01,林岱杰,無,
嘉義縣第2選舉區,115/09/01,許韶珍,無,
嘉義縣第2選舉區,115/09/02,何秀英,無,
嘉義縣第2選舉區,115/09/02,陳慶桐,無,
嘉義縣第2選舉區,115/09/02,林秀琴,民主進步黨,
嘉義縣第2選舉區,115/09/02,簡嘉億,中國國民黨,
嘉義縣第2選舉區,115/09/03,林淑完,民主進步黨,
嘉義縣第2選舉區,115/09/03,黃啟豪,民主進步黨,
嘉義縣第2選舉區,115/09/03,何文華,民主進步黨,
嘉義縣第2選舉區,115/09/03,劉明宗,無,
嘉義縣第2選舉區,115/09/04,陳育勝,無,
嘉義縣第2選舉區,115/09/04,魏彰儀,無,
嘉義縣第2選舉區,115/09/04,陳文忠,無,
嘉義縣第3選舉區,115/08/31,孫維聰,民主進步黨,
嘉義縣第3選舉區,115/08/31,吳思蓉,中國國民黨,
嘉義縣第3選舉區,115/08/31,江明赫,無,
嘉義縣第3選舉區,115/08/31,莊信宗,民主進步黨,
嘉義縣第3選舉區,115/09/02,陳靖雅,中國國民黨,
嘉義縣第3選舉區,115/09/03,江志明,民主進步黨,
嘉義縣第3選舉區,115/09/04,簡志偉,無,
嘉義縣第4選舉區,115/09/01,黃鈺惠,民主進步黨,
嘉義縣第4選舉區,115/09/01,萬家甫,台灣民眾黨,
嘉義縣第4選舉區,115/09/02,李佳豪,中國國民黨,
嘉義縣第4選舉區,115/09/02,陳怡岳,民主進步黨,
嘉義縣第4選舉區,115/09/02,姜鈞翔,無,
嘉義縣第4選舉區,115/09/02,呂文正,民主進步黨,
嘉義縣第4選舉區,115/09/02,潘麗惠,無,
嘉義縣第4選舉區,115/09/04,蔡政宜,無,
嘉義縣第5選舉區,115/09/01,黃金茂,無,
嘉義縣第5選舉區,115/09/02,陳鳳梅,民主進步黨,
嘉義縣第5選舉區,115/09/03,翁聰賢,民主進步黨,
嘉義縣第5選舉區,115/09/04,蔡信典,中國國民黨,
嘉義縣第6選舉區,115/09/02,曾亮哲,民主進步黨,
嘉義縣第6選舉區,115/09/02,詹黃素蓮,中國國民黨,
嘉義縣第6選舉區,115/09/02,陳柏麟,民主進步黨,
嘉義縣第6選舉區,115/09/02,莊竣傑,無,
嘉義縣第6選舉區,115/09/02,何博倫,無,
嘉義縣第6選舉區,115/09/03,江季珍,民主進步黨,
嘉義縣第6選舉區,115/09/03,羅士洋,民主進步黨,
嘉義縣第6選舉區,115/09/03,詹志暉,無,
嘉義縣第6選舉區,115/09/03,張明達,民主進步黨,
嘉義縣第6選舉區,115/09/04,張倖鈺,無,
嘉義縣第7選舉區,115/09/02,武清山,無,
屏東縣第1選舉區,115/08/31,蔣月惠,無,
屏東縣第1選舉區,115/08/31,張平原,無,
屏東縣第1選舉區,115/08/31,林建志,無,
屏東縣第1選舉區,115/08/31,林明順,無,
屏東縣第1選舉區,115/09/01,蔣家煌,無,
屏東縣第1選舉區,115/09/01,方華雄,中國國民黨,
屏東縣第1選舉區,115/09/01,陳揚,中國國民黨,
屏東縣第1選舉區,115/09/02,任峻賢,中國國民黨,
屏東縣第1選舉區,115/09/02,黃明賢,中國國民黨,
屏東縣第1選舉區,115/09/02,李清聖,民主進步黨,
屏東縣第1選舉區,115/09/02,蘇資婷,中國國民黨,
屏東縣第1選舉區,115/09/02,龔書翩,無,
屏東縣第1選舉區,115/09/03,李世斌,民主進步黨,
屏東縣第1選舉區,115/09/03,蔡侑庭,民主進步黨,
屏東縣第1選舉區,115/09/03,陳哲蕙,中國國民黨,
屏東縣第1選舉區,115/09/04,饒怡君,民主進步黨,
屏東縣第1選舉區,115/09/04,林育先,台灣民眾黨,
屏東縣第1選舉區,115/09/04,方一祥,民主進步黨,
屏東縣第1選舉區,115/09/04,劉振隆,無,
屏東縣第1選舉區,115/09/04,陳韋強,無,
屏東縣第2選舉區,115/08/31,宋麗華,中國國民黨,
屏東縣第2選舉區,115/08/31,盧文瑞,中國國民黨,
屏東縣第2選舉區,115/08/31,莊瓊如,無,
屏東縣第2選舉區,115/09/02,徐國銘,民主進步黨,
屏東縣第2選舉區,115/09/02,何春美,無,
屏東縣第2選舉區,115/09/02,鍾詔元,無,
屏東縣第2選舉區,115/09/02,葉明博,無,
屏東縣第2選舉區,115/09/02,陳秋豪,無,
屏東縣第2選舉區,115/09/02,王景山,中國國民黨,
屏東縣第2選舉區,115/09/03,蘇孟淳,無,
屏東縣第2選舉區,115/09/03,鍾慶平,無,
屏東縣第3選舉區,115/08/31,魏楓淩,無,
屏東縣第3選舉區,115/09/01,陳宗廷,無,
屏東縣第3選舉區,115/09/02,許馨勻,中國國民黨,
屏東縣第3選舉區,115/09/02,吳慈慧,中國國民黨,
屏東縣第3選舉區,115/09/02,黃建溢,民主進步黨,
屏東縣第3選舉區,115/09/02,林郁虹,無,
屏東縣第3選舉區,115/09/02,利八魁,民主進步黨,
屏東縣第3選舉區,115/09/03,林國順,無,
屏東縣第3選舉區,115/09/03,潘連周,無,
屏東縣第3選舉區,115/09/03,潘筱潔,民主進步黨,
屏東縣第3選舉區,115/09/03,陳志成,無,
屏東縣第3選舉區,115/09/03,徐榮耀,中國國民黨,
屏東縣第3選舉區,115/09/03,潘炩禕,民主進步黨,
屏東縣第3選舉區,115/09/04,李世淦,中國國民黨,
屏東縣第4選舉區,115/09/01,劉孟君,民主進步黨,
屏東縣第4選舉區,115/09/01,胡嘉玲,中國國民黨,
屏東縣第4選舉區,115/09/02,許展維,民主進步黨,
屏東縣第4選舉區,115/09/02,方文正,民主進步黨,
屏東縣第4選舉區,115/09/02,林蔡鳯梅,無,
屏東縣第4選舉區,115/09/02,方冠丁,民主進步黨,
屏東縣第4選舉區,115/09/02,鄭喬云,無,
屏東縣第4選舉區,115/09/02,呂少麒,民主進步黨,
屏東縣第4選舉區,115/09/02,周芸均,中國國民黨,
屏東縣第4選舉區,115/09/03,林宇澤,無,
屏東縣第5選舉區,115/08/31,周碧雲,民主進步黨,
屏東縣第5選舉區,115/09/01,羅平道,民主進步黨,
屏東縣第5選舉區,115/09/02,黃盈裕,無,
屏東縣第5選舉區,115/09/03,陳靜芳,中國國民黨,
屏東縣第5選舉區,115/09/03,張榮傑,無,
屏東縣第6選舉區,115/08/31,盧邑宸,無,
