選舉區,登記日期,姓名,推薦之政黨,備註
新北市第7選舉區,115/09/02,蘇昭龍,無,
新北市第8選舉區,115/08/31,高乃芸,民主進步黨,
新北市第8選舉區,115/08/31,廖宜琨,民主進步黨,
新北市第8選舉區,115/09/01,吳亞倫,台灣民眾黨,
新北市第8選舉區,115/09/02,卓冠廷,民主進步黨,
新北市第8選舉區,115/09/02,吳昇翰,民主進步黨,
新北市第8選舉區,115/09/02,彭一書,民主進步黨,
新北市第8選舉區,115/09/02,呂家愷,中國國民黨,
新北市第8選舉區,115/09/02,蘇泓欽,無,
新北市第8選舉區,115/09/03,黃永昌,中國國民黨,
新北市第8選舉區,115/09/03,林金結,中國國民黨,
新北市第8選舉區,115/09/04,洪佳君,中國國民黨,
新北市第8選舉區,115/09/04,陳膺涵,愛民黨,
新北市第9選舉區,115/09/01,張柏詠,無,
新北市第9選舉區,115/09/01,邸聖德,台灣民眾黨,
新北市第9選舉區,115/09/01,張佑輔,台灣綠黨,
新北市第9選舉區,115/09/02,陳乃瑜,民主進步黨,
新北市第9選舉區,115/09/02,黃心華,中國國民黨,
新北市第9選舉區,115/09/02,陳韋任,民主進步黨,
新北市第9選舉區,115/09/02,游皓麟,中國國民黨,
新北市第9選舉區,115/09/03,劉哲彰,中國國民黨,
新北市第9選舉區,115/09/04,陳儀君,中國國民黨,
新北市第10選舉區,115/09/02,林裔綺,民主進步黨,
新北市第10選舉區,115/09/03,林正峰,中國國民黨,
新北市第11選舉區,115/09/01,張錦豪,民主進步黨,
新北市第11選舉區,115/09/01,陳語倢,台灣民眾黨,
新北市第11選舉區,115/09/01,陳竹音,勞動黨,
新北市第11選舉區,115/09/02,蔡美華,民主進步黨,
新北市第11選舉區,115/09/02,劉財鑫,無,
新北市第11選舉區,115/09/03,白珮茹,中國國民黨,
新北市第11選舉區,115/09/03,何元楷,中國國民黨,
新北市第11選舉區,115/09/03,黃瑞傳,無,
新北市第11選舉區,115/09/04,郭書成,無,
新北市第12選舉區,115/08/31,忠仁‧達祿 斯,無,
新北市第12選舉區,115/09/01,吳國譽La‧ Is‧Amid,中國國民黨,
新北市第12選舉區,115/09/02,蘇錦雄 Paylang‧ Caya,民主進步黨,
新北市第12選舉區,115/09/02,楊春妹,中國國民黨,
新北市第12選舉區,115/09/03,宋雨蓁 Nikar‧ Falong,無,
新北市第12選舉區,115/09/03,吳建智咖啡 哥,親民黨,
新北市第12選舉區,115/09/04,連祐崧,無,
新北市第13選舉區,115/09/01,何應明,中國國民黨,
新北市第13選舉區,115/09/02,布落‧馬信,民主進步黨,
新北市第13選舉區,115/09/02,王珍珍,無,
新北市第13選舉區,115/09/03,馬見Lahuy ‧Ipin,無,
新北市第13選舉區,115/09/03,林啟明,親民黨,
新北市第13選舉區,115/09/03,羅美菁,無,
桃園市第1選舉區,115/08/31,黃婉如,中國國民黨,
桃園市第1選舉區,115/08/31,朱永煇,無,
桃園市第1選舉區,115/08/31,詹江村,中國國民黨,
桃園市第1選舉區,115/08/31,徐千晴,台灣民眾黨,
桃園市第1選舉區,115/09/01,凌濤,中國國民黨,
桃園市第1選舉區,115/09/01,李光達,民主進步黨,
桃園市第1選舉區,115/09/01,許孟祥,勞動黨,
桃園市第1選舉區,115/09/01,蕭湘瀚,無,
桃園市第1選舉區,115/09/02,陳美梅,中國國民黨,
桃園市第1選舉區,115/09/02,于北辰,無,
桃園市第1選舉區,115/09/02,余信憲,民主進步黨,
桃園市第1選舉區,115/09/02,林政賢,中國國民黨,
桃園市第1選舉區,115/09/02,李凱倫,無,
桃園市第1選舉區,115/09/02,黃瓊慧,民主進步黨,
桃園市第1選舉區,115/09/02,張碩芳,中國國民黨,
桃園市第1選舉區,115/09/02,李柏瑟,民主進步黨,
桃園市第1選舉區,115/09/03,黃家齊,民主進步黨,
桃園市第1選舉區,115/09/03,沈佩玲,小民參政歐巴桑聯盟,
桃園市第1選舉區,115/09/03,佀廣洋,無,
桃園市第1選舉區,115/09/04,王妃天崩開 局穿越整頓 霸凌者佀廣 洋,無,
桃園市第2選舉區,115/08/31,呂學記,無,
桃園市第2選舉區,115/08/31,陳雅倫,民主進步黨,
桃園市第2選舉區,115/09/01,周曉芸,台灣民眾黨,
桃園市第2選舉區,115/09/02,李宗豪,民主進步黨,
桃園市第2選舉區,115/09/02,陳泓維,親民黨,
桃園市第2選舉區,115/09/02,林明義,中國國民黨,
桃園市第2選舉區,115/09/02,江冠妤,中國國民黨,
桃園市第2選舉區,115/09/03,高華駿,中國國民黨,
桃園市第2選舉區,115/09/03,孫韻璇,中國國民黨,
桃園市第3選舉區,115/08/31,段林淑婷,無,
桃園市第3選舉區,115/09/01,林晏良,台灣民眾黨,
桃園市第3選舉區,115/09/02,許家睿,民主進步黨,
桃園市第3選舉區,115/09/02,劉茂羣,中國國民黨,
桃園市第3選舉區,115/09/02,蔡永芳,民主進步黨,
桃園市第3選舉區,115/09/02,朱珍瑤,中國國民黨,
桃園市第3選舉區,115/09/02,楊朝偉,中國國民黨,
桃園市第3選舉區,115/09/02,呂林小鳳,民主進步黨,
桃園市第4選舉區,115/08/31,許清順,民主進步黨,
桃園市第4選舉區,115/09/01,胡家智,民主進步黨,
桃園市第4選舉區,115/09/02,錢龍,中國國民黨,
桃園市第4選舉區,115/09/02,劉勝全,無,
桃園市第4選舉區,115/09/02,郭麗華,無,
桃園市第4選舉區,115/09/03,張桂綿,中國國民黨,
桃園市第5選舉區,115/09/02,游吾和,民主進步黨,
桃園市第5選舉區,115/09/02,徐其萬,中國國民黨,
桃園市第5選舉區,115/09/04,吳文凱,無,
桃園市第6選舉區,115/08/31,陳治文,民主進步黨,
桃園市第6選舉區,115/08/31,劉儲禎,無,
桃園市第6選舉區,115/09/02,徐慈檉,親民黨,
桃園市第6選舉區,115/09/02,李柏坊,中國國民黨,
桃園市第6選舉區,115/09/02,江國輝,無,
桃園市第7選舉區,115/08/31,張曉昀,民主進步黨,
桃園市第7選舉區,115/09/01,彭康傑,中國國民黨,
桃園市第7選舉區,115/09/01,葉明月,中國國民黨,
桃園市第7選舉區,115/09/01,毛嘉慶,無,
桃園市第7選舉區,115/09/02,劉曾玉春,無,
桃園市第7選舉區,115/09/02,黃崇真,民主進步黨,
桃園市第7選舉區,115/09/02,彭俊豪,民主進步黨,
桃園市第7選舉區,115/09/02,張兆恩,無,
桃園市第7選舉區,115/09/02,劉安祺,中國國民黨,
桃園市第7選舉區,115/09/02,吳睿霖,中國國民黨,
桃園市第7選舉區,115/09/02,梁為超,中國國民黨,
桃園市第7選舉區,115/09/02,邱奕勝,中國國民黨,
桃園市第7選舉區,115/09/02,張仲方,無,
桃園市第7選舉區,115/09/03,魏筠,民主進步黨,
桃園市第7選舉區,115/09/03,李欣,無,
桃園市第7選舉區,115/09/03,謝美英,無,
桃園市第7選舉區,115/09/03,徐盛揚,無,
桃園市第8選舉區,115/08/31,高宇彥,無,
桃園市第8選舉區,115/09/02,王珮毓,民主進步黨,
桃園市第8選舉區,115/09/02,劉仁照,民主進步黨,
桃園市第8選舉區,115/09/02,舒翠玲,中國國民黨,
桃園市第8選舉區,115/09/02,陳韋曄,中國國民黨,
桃園市第8選舉區,115/09/03,黃敬平,中國國民黨,
桃園市第8選舉區,115/09/03,白丞堯,無,
桃園市第8選舉區,115/09/03,吳正吉,台灣民眾黨,
桃園市第8選舉區,115/09/04,彭柏霖,中國國民黨,
桃園市第8選舉區,115/09/04,羅文欽,無,
桃園市第9選舉區,115/08/31,劉定唐,無,
桃園市第9選舉區,115/09/01,項柏翰,民主進步黨,
桃園市第9選舉區,115/09/02,鄭淑方,民主進步黨,
桃園市第9選舉區,115/09/02,李家興,無,
桃園市第9選舉區,115/09/02,黃盈淇,無,
桃園市第9選舉區,115/09/02,周玉琴,中國國民黨,
桃園市第9選舉區,115/09/03,古振豐,中國國民黨,
桃園市第10選舉區,115/08/31,劉熒隆,中國國民黨,
桃園市第10選舉區,115/09/02,吳平娥,無,
桃園市第10選舉區,115/09/02,張贊聞,民主進步黨,
桃園市第10選舉區,115/09/02,徐玉樹,中國國民黨,
桃園市第10選舉區,115/09/03,林昭賢,中國國民黨,
桃園市第11選舉區,115/08/31,陳睿生,民主進步黨,
桃園市第11選舉區,115/09/02,邱文威,無,
桃園市第12選舉區,115/09/02,張佩芸,民主進步黨,
桃園市第12選舉區,115/09/02,許更生,無,
桃園市第12選舉區,115/09/02,吳進昌,中國國民黨,
桃園市第13選舉區,115/09/01,王仙蓮,中國國民黨,
桃園市第13選舉區,115/09/01,林志強,民主進步黨,
桃園市第13選舉區,115/09/02,張秀菊,無,
桃園市第13選舉區,115/09/02,陳卉蓁,中國國民黨,
桃園市第13選舉區,115/09/02,楊進福,無,
桃園市第13選舉區,115/09/03,李鴻志,無,
桃園市第14選舉區,115/09/01,陳瑛,中國國民黨,
桃園市第14選舉區,115/09/02,謝卓儒,民主進步黨,
桃園市第14選舉區,115/09/02,林秋霖,無,
桃園市第14選舉區,115/09/02,邱伯倫,無,
桃園市第14選舉區,115/09/02,張倉豪,中國國民黨,
桃園市第14選舉區,115/09/02,簡志偉,中國國民黨,
桃園市第14選舉區,115/09/03,蘇偉恩,無,
桃園市第14選舉區,115/09/03,曾庭筠,無,
臺中市第1選舉區,115/08/31,吳中源,民主進步黨,
臺中市第1選舉區,115/08/31,楊啓邦,中國國民黨,
臺中市第1選舉區,115/09/01,施志昌,民主進步黨,
臺中市第1選舉區,115/09/02,李文傑,中國國民黨,
臺中市第2選舉區,115/08/31,陳永祥,台灣民眾黨,
臺中市第2選舉區,115/09/01,王立任,民主進步黨,
臺中市第2選舉區,115/09/02,顏莉敏,中國國民黨,
臺中市第2選舉區,115/09/02,楊典忠,民主進步黨,
臺中市第2選舉區,115/09/02,張清照,中國國民黨,
臺中市第2選舉區,115/09/02,陳怡潔,民主進步黨,
臺中市第2選舉區,115/09/02,陳廷秀,無,
臺中市第3選舉區,115/09/01,曾威,民主進步黨,
臺中市第3選舉區,115/09/02,張家銨,民主進步黨,
臺中市第3選舉區,115/09/03,林孟令,中國國民黨,
臺中市第3選舉區,115/09/04,吳瓊華,中國國民黨,
臺中市第3選舉區,115/09/04,林汝洲,無,
臺中市第4選舉區,115/08/31,連小華,台灣民眾黨,
臺中市第4選舉區,115/08/31,邱愛珊,中國國民黨,
臺中市第4選舉區,115/08/31,蔡怡萱,民主進步黨,
臺中市第4選舉區,115/08/31,劉和豐,無,
臺中市第4選舉區,115/09/01,謝志忠,民主進步黨,
臺中市第4選舉區,115/09/02,連佳振,中國國民黨,
臺中市第4選舉區,115/09/02,王朝坤,無,
臺中市第4選舉區,115/09/03,黃朝淵,親民黨,
臺中市第4選舉區,115/09/04,陳本添,中國國民黨,
臺中市第5選舉區,115/08/31,蕭隆澤,民主進步黨,
臺中市第5選舉區,115/08/31,吳呈賢,中國國民黨,
臺中市第5選舉區,115/08/31,陳清崧,中國國民黨,
臺中市第5選舉區,115/09/01,陳映辰,民主進步黨,
臺中市第5選舉區,115/09/01,張烱春,司法改革黨,
臺中市第5選舉區,115/09/02,賴朝國,中國國民黨,
臺中市第5選舉區,115/09/02,周永鴻,民主進步黨,
臺中市第5選舉區,115/09/02,林鈺梅,無,
臺中市第5選舉區,115/09/03,徐瑄灃,無,
臺中市第5選舉區,115/09/04,蔡慧君,無,
臺中市第6選舉區,115/08/31,陳淑華,民主進步黨,
臺中市第6選舉區,115/08/31,劉芩妤,台灣民眾黨,
臺中市第6選舉區,115/08/31,楊大鋐,中國國民黨,
臺中市第6選舉區,115/09/01,林祈烽,民主進步黨,
臺中市第6選舉區,115/09/02,黃馨慧,中國國民黨,
臺中市第6選舉區,115/09/02,張廖乃綸,中國國民黨,
臺中市第7選舉區,115/08/31,劉士州,中國國民黨,
臺中市第7選舉區,115/09/01,張耀中,民主進步黨,
臺中市第7選舉區,115/09/02,朱暖英,中國國民黨,
臺中市第7選舉區,115/09/02,何文海,民主進步黨,
臺中市第7選舉區,115/09/04,吳佩芸,無,
臺中市第8選舉區,115/08/31,邱于珊,台灣民眾黨,
臺中市第8選舉區,115/08/31,賴順仁,中國國民黨,
臺中市第8選舉區,115/08/31,謝家宜,民主進步黨,
臺中市第8選舉區,115/09/02,沈佑蓮,中國國民黨,
臺中市第8選舉區,115/09/02,段體佩,無,
臺中市第8選舉區,115/09/02,彭振芳,無,
臺中市第8選舉區,115/09/02,曾咨耀,民主進步黨,
臺中市第8選舉區,115/09/02,蔡佩珊,小民參政歐巴桑聯盟,
臺中市第8選舉區,115/09/02,陳信秀,民主進步黨,
臺中市第8選舉區,115/09/02,陳諭韋,無,
臺中市第8選舉區,115/09/03,吳宗學,中國國民黨,
臺中市第8選舉區,115/09/03,許育璿,中國國民黨,
臺中市第8選舉區,115/09/04,楊政昱,無,
臺中市第9選舉區,115/09/01,簡嘉佑,民主進步黨,
臺中市第9選舉區,115/09/02,陳文政,中國國民黨,
臺中市第9選舉區,115/09/02,陳政顯,中國國民黨,
臺中市第9選舉區,115/09/02,陳俞融,民主進步黨,
臺中市第10選舉區,115/08/31,張彥彤,中國國民黨,
臺中市第10選舉區,115/09/01,黃守達,民主進步黨,
臺中市第10選舉區,115/09/02,林靈,勞動黨,
臺中市第10選舉區,115/09/03,江肇國,民主進步黨,
臺中市第11選舉區,115/08/31,楊寶楨,無,
臺中市第11選舉區,115/08/31,陳雅惠,民主進步黨,
臺中市第11選舉區,115/09/01,鄭功進,民主進步黨,
臺中市第11選舉區,115/09/02,林霈涵,中國國民黨,
臺中市第11選舉區,115/09/02,李中,中國國民黨,
臺中市第11選舉區,115/09/02,何翊綾,民主進步黨,
臺中市第11選舉區,115/09/03,林英成,無,
臺中市第11選舉區,115/09/04,周啓揚,無,
臺中市第12選舉區,115/08/31,許書豪,台灣民眾黨,
臺中市第12選舉區,115/08/31,張玉嬿,民主進步黨,
臺中市第12選舉區,115/08/31,黃佳恬,中國國民黨,
臺中市第12選舉區,115/09/01,賴義鍠,中國國民黨,
臺中市第12選舉區,115/09/02,蔡耀頡,民主進步黨,
臺中市第12選舉區,115/09/02,閻泰利,無,
臺中市第12選舉區,115/09/03,張書華,無,
臺中市第13選舉區,115/08/31,江和樹,台灣民眾黨,
臺中市第13選舉區,115/08/31,張芬郁,民主進步黨,
臺中市第13選舉區,115/09/01,林德宇,民主進步黨,
臺中市第13選舉區,115/09/01,張滄沂,無,
臺中市第13選舉區,115/09/02,蘇柏興,中國國民黨,
臺中市第13選舉區,115/09/02,林碧秀,中國國民黨,
臺中市第13選舉區,115/09/02,李天生,民主進步黨,
臺中市第13選舉區,115/09/02,鄭伯其,無,
臺中市第13選舉區,115/09/02,鄒明諺,時代力量,
臺中市第13選舉區,115/09/03,段中仁,無,
臺中市第14選舉區,115/09/02,吳振嘉,中國國民黨,
臺中市第14選舉區,115/09/02,詹智翔,民主進步黨,
臺中市第15選舉區,115/08/31,吳建德,中國國民黨,
臺中市第15選舉區,115/09/03,楊玉花,無,
臺中市第16選舉區,115/09/02,古秀英,中國國民黨,
臺中市第16選舉區,115/09/03,黃永光,無,
臺中市第17選舉區,115/08/31,呂秀惠,無,
臺中市第17選舉區,115/09/01,柯靜志,無,
臺中市第17選舉區,115/09/03,朱元宏,中國國民黨,
臺中市第17選舉區,115/09/03,瓦力司．比 尤,無,
臺南市第1選舉區,115/08/31,李宗翰,民主進步黨,
臺南市第1選舉區,115/08/31,蔡育輝,中國國民黨,
臺南市第1選舉區,115/09/01,侯陸太,無,
臺南市第1選舉區,115/09/02,沈家鳳,民主進步黨,
臺南市第1選舉區,115/09/02,趙昆原,無,
臺南市第1選舉區,115/09/02,王宣貿,民主進步黨,
臺南市第1選舉區,115/09/03,張新斛,無,
臺南市第1選舉區,115/09/03,陳詩薇,台灣民眾黨,
臺南市第2選舉區,115/08/31,謝舒凡,民主進步黨,
臺南市第2選舉區,115/09/02,蔡蘇秋金,民主進步黨,
臺南市第2選舉區,115/09/02,蔡秋蘭,民主進步黨,
臺南市第2選舉區,115/09/02,王詩媛,無,
臺南市第2選舉區,115/09/03,方一峰,中國國民黨,
臺南市第2選舉區,115/09/03,陳昆和,無,
臺南市第3選舉區,115/08/31,吳通龍,民主進步黨,
臺南市第3選舉區,115/09/02,陳秋宏,民主進步黨,
臺南市第3選舉區,115/09/02,尤淨寬,中國國民黨,
臺南市第3選舉區,115/09/03,施朝清,無,
臺南市第4選舉區,115/08/31,賴懋慶,民主進步黨,
臺南市第4選舉區,115/09/02,周奕齊,無,
臺南市第5選舉區,115/08/31,陳碧玉,民主進步黨,
臺南市第5選舉區,115/08/31,余柷青,民主進步黨,
臺南市第5選舉區,115/08/31,李偉智,民主進步黨,
臺南市第5選舉區,115/09/01,林志展,民主進步黨,
臺南市第5選舉區,115/09/02,李佳蓉,中國國民黨,
臺南市第5選舉區,115/09/02,李文俊,無,
臺南市第5選舉區,115/09/02,廖俊道,中國國民黨,
臺南市第6選舉區,115/09/02,邱昭勝,無,
臺南市第6選舉區,115/09/02,郭信良,無,
臺南市第6選舉區,115/09/02,李中岑,中國國民黨,
臺南市第6選舉區,115/09/02,唐儀靜,民主進步黨,
臺南市第6選舉區,115/09/02,郭品辰,民主進步黨,
臺南市第6選舉區,115/09/02,姚正玉,中國國民黨,
臺南市第6選舉區,115/09/02,蔡麗青,民主進步黨,
臺南市第6選舉區,115/09/03,黃麗招,無,
臺南市第6選舉區,115/09/03,林緯,無,
臺南市第7選舉區,115/08/31,黄肇輝,民主進步黨,
臺南市第7選舉區,115/08/31,林乃立,台灣民眾黨,
臺南市第7選舉區,115/08/31,周宏昌,中國國民黨,
臺南市第7選舉區,115/08/31,曹暐國,無,
臺南市第7選舉區,115/09/02,楊中成,台聯黨,
臺南市第7選舉區,115/09/02,林燕祝,中國國民黨,
臺南市第7選舉區,115/09/02,陳秋萍,民主進步黨,
